id,hhid,Общее телесмотрение,Телесмотрение ночью,Телесмотрение утром,Телесмотрение в рабочее время,Телесмотрение в вечернее время,Телесмотрение в прайм тайм,Общее телесмотрение Пн-Пт,Телесмотрение ночью Пн-Пт,Телесмотрение утром Пн-Пт,Телесмотрение в рабочее время Пн-Пт,Телесмотрение в вечернее время Пн-Пт,Телесмотрение в прайм тайм Пн-Пт,Общее телесмотрение в выходные,Телесмотрение ночью в выходные,Телесмотрение утром в выходные,Телесмотрение в рабочее время в выходные,Телесмотрение вечером в выходные,Телесмотрение в прайм тайм в выходные,Просмотр жанра кино в рабочее время,Просмотр жанра кино в праздники,Просмотр жанра приключения в рабочее время,Просмотр жанра приключение в праздники,Просмотра жанра сад в рабочее время,Просмотр жанра сад в праздники,Просмотра жанра комедия в рабочее время,Просмотр жанра комедия в праздники,Просмотр жанра хоби в рабочее время,Просмотр жанра хобби в праздники,Просмотр жанра спорт в рабочее время,Просмотр жанра спорт в праздники,Просмотр жанра музыка в рабочее время,Просмотр жанра музыка в праздники,Просмотр жанра образования в рабочее время,Просмотр жанра образование в праздники,Размер ДХ,Тип ресивера,Оператор,Есть ли Интернет,Состав ДХ,ФО,Тип нас.пункта,Почтовый индекс
72,4043,57,0,22.0,35,0,0,0.0,0,0,0,0,0,57,0,22,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,392001
73,3439,1817,0,0.0,1364,355,98,1164.0,0,0,897,232,35,653,0,0,467,123,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353546
74,4408,474,41,156.0,277,0,0,474.0,41,156,277,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Уральский федеральный округ,Сельский населенный пункт,626372
75,4959,77,0,0.0,66,11,0,0.0,0,0,0,0,0,77,0,0,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,427016
76,4735,3389,306,550.0,2039,361,133,1466.0,257,126,851,120,112,1923,49,424,1188,241,21,0,0,0,0,42,269,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
77,2809,662,0,34.0,550,64,14,1.0,0,0,0,0,1,661,0,34,550,64,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город более 400 тыс.,198332
78,5253,2036,0,425.0,1480,131,0,631.0,0,152,479,0,0,1405,0,273,1001,131,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,403385
79,5347,12,1,0.0,11,0,0,1.0,1,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309833
80,5254,1934,974,281.0,371,122,186,731.0,309,56,58,122,186,1203,665,225,313,0,0,18,60,60,159,1,2,1,35,200,149,0,2,0,0,7,221,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,652793
81,5143,3401,112,510.0,2572,206,1,1821.0,112,354,1207,147,1,1580,0,156,1365,59,0,112,0,0,0,2,0,0,0,0,0,0,0,0,149,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357973
82,4691,2,0,2.0,0,0,0,0.0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309740
83,4318,669,1,0.0,366,120,182,0.0,0,0,0,0,0,669,1,0,366,120,182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,142380
84,4836,750,165,148.0,437,0,0,676.0,105,148,423,0,0,74,60,0,14,0,0,33,1,0,0,58,10,0,0,7,54,11,0,0,0,3,4,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,652440
85,5308,701,9,183.0,508,1,0,623.0,9,183,431,0,0,78,0,0,77,1,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,0,0,6.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,366501
86,4974,839,215,22.0,486,0,116,3.0,2,0,1,0,0,836,213,22,485,0,116,1,63,0,30,0,1,0,1,1,6,0,11,0,0,0,101,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,652502
87,4016,4741,1105,1029.0,2527,80,0,1459.0,392,409,658,0,0,3282,713,620,1869,80,0,162,175,0,8,47,139,81,3,31,22,36,5,0,12,8,186,8.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,429500
88,3787,1908,496,429.0,929,27,27,546.0,1,49,445,27,24,1362,495,380,484,0,3,1,265,0,47,0,24,0,6,0,99,128,4,0,0,0,73,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,662340
89,704,689,0,23.0,610,56,0,520.0,0,0,464,56,0,169,0,23,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,416471
90,4581,201,0,0.0,90,111,0,0.0,0,0,0,0,0,201,0,0,90,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347512
91,5457,638,4,0.0,469,165,0,362.0,0,0,247,115,0,276,4,0,222,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Сельский населенный пункт,427582
92,5050,611,0,67.0,544,0,0,609.0,0,67,542,0,0,2,0,0,2,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,171900
93,5371,2720,265,201.0,1667,346,241,764.0,0,0,548,124,92,1956,265,201,1119,222,149,0,55,0,2,1,249,0,4,0,15,113,150,0,0,0,30,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357807
94,4311,194,0,82.0,94,18,0,0.0,0,0,0,0,0,194,0,82,94,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,392501
95,1802,408,0,53.0,355,0,0,3.0,0,3,0,0,0,405,0,50,355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Сельский населенный пункт,168220
96,5368,2393,0,292.0,2101,0,0,547.0,0,52,495,0,0,1846,0,240,1606,0,0,0,0,0,0,2,11,0,0,0,0,27,185,0,0,0,0,5.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,140073
97,85,58,0,34.0,24,0,0,0.0,0,0,0,0,0,58,0,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,430024
98,1642,375,16,203.0,156,0,0,0.0,0,0,0,0,0,375,16,203,156,0,0,0,6,0,0,0,1,0,8,0,0,0,0,0,0,0,2,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347660
99,2366,1249,0,63.0,1059,127,0,336.0,0,51,285,0,0,913,0,12,774,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,142500
